iata,icao,name,city,country,tz,lat,lon
HBG,KHBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg,US,America/Chicago,31.26479912,-89.25279999
HBR,KHBR,Hobart Regional Airport,Hobart,US,America/Chicago,34.991317,-99.051313
HDN,KHDN,Yampa Valley Airport,Hayden,US,America/Denver,40.481201,-107.218002
MNZ,KHEF,Manassas Regional Airport/Harry P. Davis Field,Manassas,US,America/New_York,38.721401,-77.515404
HFD,KHFD,Hartford Brainard Airport,Hartford,US,America/New_York,41.736698150635,-72.649398803711
HGR,KHGR,Hagerstown Regional Richard A Henson Field,Hagerstown,US,America/New_York,39.708771,-77.728014
HHR,KHHR,Jack Northrop Field Hawthorne Municipal Airport,Hawthorne,US,America/Los_Angeles,33.922798,-118.334999
HIB,KHIB,Range Regional Airport,Hibbing,US,America/Chicago,47.384831,-92.836905
HIF,KHIF,Hill Air Force Base,Ogden,US,America/Denver,41.12403,-111.973086
HII,KHII,Lake Havasu City Airport,Lake Havasu City,US,America/Phoenix,34.570506,-114.357745
HIO,KHIO,Portland Hillsboro Airport,Portland,US,America/Los_Angeles,45.540401,-122.949997
HKY,KHKY,Hickory Regional Airport,Hickory,US,America/New_York,35.74110031,-81.38950348
HLG,KHLG,Wheeling Ohio County Airport,Wheeling,US,America/New_York,40.1749992371,-80.6463012695
HLN,KHLN,Helena Regional Airport,Helena,US,America/Denver,46.6068,-111.983002
HMN,KHMN,Holloman Air Force Base,Alamogordo,US,America/Denver,32.852501,-106.107002
HOB,KHOB,Lea County Regional Airport,Hobbs,US,America/Denver,32.6875,-103.217003
HON,KHON,Huron Regional Airport,Huron,US,America/Chicago,44.385201,-98.2285
HOP,KHOP,Campbell Army Airfield (Fort Campbell),Fort Campbell,US,America/Chicago,36.674154,-87.48974
HOT,KHOT,Memorial Field Airport,Hot Springs,US,America/Chicago,34.4788,-93.096262
HOU,KHOU,William P. Hobby Airport,Houston,US,America/Chicago,29.645336,-95.276812
HPN,KHPN,Westchester County Airport,White Plains,US,America/New_York,41.06700134277344,-73.70760345458984
HQM,KHQM,Bowerman Airport,Hoquiam,US,America/Los_Angeles,46.971199035599994,-123.93699646
HRL,KHRL,Valley International Airport,Harlingen,US,America/Chicago,26.228500366210938,-97.65440368652344
HRO,KHRO,Boone County Airport,Harrison,US,America/Chicago,36.26150131225586,-93.15470123291016
HST,KHST,Homestead Air Reserve Base,Homestead,US,America/New_York,25.4886,-80.383598
HSV,KHSV,Huntsville International Airport,Huntsville,US,America/Chicago,34.636244,-86.774378
HTS,KHTS,Tri-State Airport / Milton J. Ferguson Field,Huntington,US,America/New_York,38.366699,-82.557999
HUA,KHUA,Redstone Army Air Field,Redstone Arsnl Huntsville,US,America/Chicago,34.67869949,-86.68479919
HUF,KHUF,"Terre Haute Regional Airport, Hulman Field",Terre Haute,US,America/Indiana/Indianapolis,39.4515,-87.307602
HUL,KHUL,Houlton International Airport,Houlton,US,America/New_York,46.1231002808,-67.792098999
HUT,KHUT,Hutchinson Municipal Airport,Hutchinson,US,America/Chicago,38.0654983521,-97.86060333250002
HVN,KHVN,Tweed New Haven Airport,New Haven,US,America/New_York,41.262869,-72.887694
HVR,KHVR,Havre City County Airport,Havre,US,America/Denver,48.541387,-109.762859
HWO,KHWO,North Perry Airport,Hollywood,US,America/New_York,26.0012,-80.2407
HHH,KHXD,Hilton Head Airport,Hilton Head Island,US,America/New_York,32.2244,-80.697502
HYA,KHYA,Cape Cod Gateway Airport,Hyannis,US,America/New_York,41.6693,-70.280403
HYR,KHYR,Sawyer County Airport,Hayward,US,America/Chicago,46.025199890100005,-91.44429779050002
HYS,KHYS,Hays Regional Airport,Hays,US,America/Chicago,38.844521,-99.273148
JFN,KHZY,Northeast Ohio Regional Airport,Ashtabula,US,America/New_York,41.778,-80.695503
IAB,KIAB,McConnell Air Force Base,Wichita,US,America/Chicago,37.621899,-97.268204
IAD,KIAD,Washington Dulles International Airport,Dulles,US,America/New_York,38.9445,-77.455803
IAG,KIAG,Niagara Falls International Airport,Niagara Falls,US,America/New_York,43.1073,-78.946198
IAH,KIAH,George Bush Intercontinental Airport,Houston,US,America/Chicago,29.9844,-95.3414
ICT,KICT,Wichita Dwight D. Eisenhower National Airport,Wichita,US,America/Chicago,37.650314,-97.428583
IDA,KIDA,Idaho Falls Regional Airport,Idaho Falls,US,America/Boise,43.514599,-112.070999
IFP,KIFP,Laughlin Bullhead International Airport,Bullhead City,US,America/Phoenix,35.154726,-114.559322
IGM,KIGM,Kingman Airport,Kingman,US,America/Phoenix,35.259499,-113.938004
IKK,KIKK,Greater Kankakee Airport,Kankakee,US,America/Chicago,41.07139968869999,-87.8462982178
ILG,KILG,Wilmington Airport,Wilmington,US,America/New_York,39.678699,-75.606499
ILM,KILM,Wilmington International Airport,Wilmington,US,America/New_York,34.272345,-77.905117
ILN,KILN,Wilmington Airpark,Wilmington,US,America/New_York,39.427898407,-83.792098999
IMT,KIMT,Ford Airport,Kingsford,US,America/Chicago,45.81911,-88.114557
IND,KIND,Indianapolis International Airport,Indianapolis,US,America/New_York,39.7173,-86.294403
INK,KINK,Winkler County Airport,Wink,US,America/Chicago,31.779600143399996,-103.200996399
INL,KINL,Falls International Airport,International Falls,US,America/Chicago,48.566200256347656,-93.4030990600586
INT,KINT,Smith Reynolds Airport,Winston Salem,US,America/New_York,36.13370132446289,-80.22200012207031
INW,KINW,Winslow Lindbergh Regional Airport,Winslow,US,America/Phoenix,35.021900177,-110.722999573
IPL,KIPL,Imperial County Airport,Imperial,US,America/Los_Angeles,32.83539,-115.574026
IPT,KIPT,Williamsport Regional Airport,Williamsport,US,America/New_York,41.242126,-76.92245
IRK,KIRK,Kirksville Regional Airport,Kirksville,US,America/Chicago,40.09349822998047,-92.5448989868164
ISM,KISM,Kissimmee Gateway Airport,Orlando,US,America/New_York,28.2898006439,-81.4371032715
ISO,KISO,Kinston Regional Jetport At Stallings Field,Kinston,US,America/New_York,35.331401825,-77.60880279540001
ISP,KISP,Long Island MacArthur Airport,Islip,US,America/New_York,40.796324,-73.101703
ITH,KITH,Ithaca Tompkins Regional Airport,Ithaca,US,America/New_York,42.49100112915039,-76.4583969116211
AZA,KIWA,Mesa Gateway Airport,Mesa,US,America/Phoenix,33.3078,-111.654999
JAC,KJAC,Jackson Hole Airport,Jackson,US,America/Denver,43.6073,-110.737999
JAN,KJAN,Jackson-Medgar Wiley Evers International Airport,Jackson,US,America/Chicago,32.311199,-90.075897
JAX,KJAX,Jacksonville International Airport,Jacksonville,US,America/New_York,30.492469,-81.687813
JBR,KJBR,Jonesboro Municipal Airport,Jonesboro,US,America/Chicago,35.83169937133789,-90.64640045166016
JCT,KJCT,Kimble County Airport,Junction,US,America/Chicago,30.5112991333,-99.7634963989
JFK,KJFK,John F. Kennedy International Airport,New York,US,America/New_York,40.639447,-73.779317
JHW,KJHW,Chautauqua County-Jamestown Airport,Jamestown,US,America/New_York,42.15425,-79.254008
JLN,KJLN,Joplin Regional Airport,Joplin,US,America/Chicago,37.151798,-94.498299
JMS,KJMS,Jamestown Regional Airport,Jamestown,US,America/Chicago,46.92969894,-98.67819977
USA,KJQF,Concord-Padgett Regional Airport,Concord,US,America/New_York,35.387798,-80.709099
JST,KJST,John Murtha Johnstown Cambria County Airport,Johnstown,US,America/New_York,40.31610107421875,-78.83390045166016
JXN,KJXN,Jackson County Airport/Reynolds Field,Jackson,US,America/Detroit,42.260509,-84.463019
KLS,KKLS,Southwest Washington Regional Airport,Kelso,US,America/Los_Angeles,46.11800003049999,-122.898002625
LAA,KLAA,Southeast Colorado Regional Airport,Lamar,US,America/Denver,38.066407,-102.691373
LAF,KLAF,Purdue University Airport,West Lafayette,US,America/New_York,40.412875,-86.939363
LAL,KLAL,Lakeland Linder International Airport,Lakeland,US,America/New_York,27.989267,-82.020715
LAN,KLAN,Capital Region International Airport,Lansing,US,America/Detroit,42.777582,-84.585721
LAR,KLAR,Laramie Regional Airport,Laramie,US,America/Denver,41.31209945678711,-105.67500305175781
LAS,KLAS,Harry Reid International Airport,Las Vegas,US,America/Los_Angeles,36.083361,-115.151817
LAW,KLAW,Lawton Fort Sill Regional Airport,Lawton,US,America/Chicago,34.567699,-98.416603
LAX,KLAX,Los Angeles International Airport,Los Angeles,US,America/Los_Angeles,33.942501,-118.407997
LBB,KLBB,Lubbock Preston Smith International Airport,Lubbock,US,America/Chicago,33.663601,-101.822998
LBE,KLBE,Arnold Palmer Regional Airport,Latrobe,US,America/New_York,40.275902,-79.4048
LBF,KLBF,North Platte Regional Airport Lee Bird Field,North Platte,US,America/Chicago,41.12620163,-100.6839981
LBL,KLBL,Liberal Mid-America Regional Airport,Liberal,US,America/Chicago,37.0442009,-100.9599991
LBT,KLBT,Lumberton Regional Airport,Lumberton,US,America/New_York,34.610773,-79.05943
LJN,KLBX,Texas Gulf Coast Regional Airport,Angleton,US,America/Chicago,29.108601,-95.462097
LCH,KLCH,Lake Charles Regional Airport,Lake Charles,US,America/Chicago,30.126100540161133,-93.22329711914062
LCK,KLCK,Rickenbacker International Airport,Columbus,US,America/New_York,39.813801,-82.927803
LEB,KLEB,Lebanon Municipal Airport,Lebanon,US,America/New_York,43.626098632799994,-72.30419921880001
LEE,KLEE,Leesburg International Airport,Leesburg,US,America/New_York,28.82309914,-81.80870056
LEX,KLEX,Blue Grass Airport,Lexington,US,America/New_York,38.035066,-84.606738
LFI,KLFI,Langley Air Force Base,Hampton,US,America/New_York,37.082901,-76.360497
LFK,KLFK,Angelina County Airport,Lufkin,US,America/Chicago,31.2339992523,-94.75
LFT,KLFT,Lafayette Regional Airport,Lafayette,US,America/Chicago,30.205299,-91.987602
LGA,KLGA,LaGuardia Airport,New York,US,America/New_York,40.777199,-73.872597
LGB,KLGB,Long Beach International Airport,Long Beach,US,America/Los_Angeles,33.816523,-118.149891
LGU,KLGU,Logan-Cache Airport,Logan,US,America/Denver,41.7911987305,-111.851997375
LIT,KLIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,US,America/Chicago,34.729222,-92.223591
LMT,KLMT,Crater Lake-Klamath Regional Airport,Klamath Falls,US,America/Los_Angeles,42.156101,-121.733002
LND,KLND,Hunt Field,Lander,US,America/Denver,42.815201,-108.730003
LNK,KLNK,Lincoln Airport,Lincoln,US,America/Chicago,40.844882,-96.76178
LNS,KLNS,Lancaster Airport,Lancaster,US,America/New_York,40.121700286865234,-76.29609680175781
LOL,KLOL,Derby Field,Lovelock,US,America/Los_Angeles,40.0663986206,-118.565002441
LOU,KLOU,Bowman Field,Louisville,US,America/New_York,38.2280006409,-85.6636962891
LOZ,KLOZ,London-Corbin Airport/Magee Field,London,US,America/New_York,37.0821990967,-84.08489990230001
LRD,KLRD,Laredo International Airport,Laredo,US,America/Chicago,27.5438,-99.461601
LRF,KLRF,Little Rock Air Force Base,Jacksonville,US,America/Chicago,34.916900634799994,-92.14969635010002
LRU,KLRU,Las Cruces International Airport,Las Cruces,US,America/Denver,32.289398,-106.921997
LSE,KLSE,La Crosse Regional Airport,La Crosse,US,America/Chicago,43.879002,-91.256699
LSF,KLSF,Lawson Army Air Field,Fort Benning,US,America/New_York,32.332546,-84.988003
LSV,KLSV,Nellis Air Force Base,Las Vegas,US,America/Los_Angeles,36.2361984253,-115.033996582
LTS,KLTS,Altus Air Force Base,Altus,US,America/Chicago,34.667099,-99.266701
LUF,KLUF,Luke Air Force Base,Glendale,US,America/Phoenix,33.535,-112.383003
LUK,KLUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,US,America/New_York,39.102357,-84.418945
LVM,KLVM,Mission Field,Livingston,US,America/Denver,45.6994018555,-110.447998047
LVS,KLVS,Las Vegas Municipal Airport,Las Vegas,US,America/Denver,35.654202,-105.141998
LWB,KLWB,Greenbrier Valley Airport,Lewisburg,US,America/New_York,37.857914,-80.400438
LWM,KLWM,Lawrence Municipal Airport,Lawrence,US,America/New_York,42.717201232899995,-71.1233978271
LWS,KLWS,Lewiston Nez Perce County Airport,Lewiston,US,America/Los_Angeles,46.3745002746582,-117.01499938964844
LWT,KLWT,Lewistown Municipal Airport,Lewistown,US,America/Denver,47.048429,-109.466143
LYH,KLYH,Lynchburg Regional Airport - Preston Glenn Field,Lynchburg,US,America/New_York,37.326698,-79.200401
MAF,KMAF,Midland International Air and Space Port,Midland,US,America/Chicago,31.942499,-102.202003
MBG,KMBG,Mobridge Municipal Airport,Mobridge,US,America/Chicago,45.54650116,-100.4079971
MBS,KMBS,MBS International Airport,Freeland,US,America/New_York,43.533181,-84.083104
MCB,KMCB,McComb-Pike County Airport / John E Lewis Field,McComb,US,America/Chicago,31.178499,-90.471901
MCC,KMCC,McClellan Airfield,Sacramento,US,America/Los_Angeles,38.667599,-121.401001
MCE,KMCE,Merced Regional Macready Field,Merced,US,America/Los_Angeles,37.284698,-120.514
MCF,KMCF,MacDill Air Force Base,Tampa,US,America/New_York,27.8493,-82.521202
MCI,KMCI,Kansas City International Airport,Kansas City,US,America/Chicago,39.301699,-94.713893
MCK,KMCK,McCook Ben Nelson Regional Airport,McCook,US,America/Chicago,40.207787,-100.592794
MCN,KMCN,Middle Georgia Regional Airport,Macon,US,America/New_York,32.69279861450195,-83.64920043945312
MCO,KMCO,Orlando International Airport,Orlando,US,America/New_York,28.429399490356445,-81.30899810791016
MCW,KMCW,Mason City Municipal Airport,Mason City,US,America/Chicago,43.159801,-93.329716
MDH,KMDH,Southern Illinois Airport,Murphysboro,US,America/Chicago,37.778099,-89.251999
MDT,KMDT,Harrisburg International Airport,Harrisburg,US,America/New_York,40.192838,-76.762333
MDW,KMDW,Chicago Midway International Airport,Chicago,US,America/Chicago,41.785999,-87.752403
MEI,KMEI,Key Field / Meridian Regional Airport,Meridian,US,America/Chicago,32.3326,-88.7519
MEM,KMEM,Memphis International Airport,Memphis,US,America/Chicago,35.043845,-89.97634
MER,KMER,Castle Airport,Merced,US,America/Los_Angeles,37.38050079,-120.5680008
MFD,KMFD,Mansfield Lahm Regional Airport,Mansfield,US,America/New_York,40.82139968869999,-82.5166015625
MFE,KMFE,McAllen Miller International Airport,McAllen,US,America/Chicago,26.176141,-98.237965
MFR,KMFR,Rogue Valley International-Medford Airport,Medford,US,America/Los_Angeles,42.374199,-122.873001
MGC,KMGC,Michigan City Municipal Airport,Michigan City,US,America/Chicago,41.7033,-86.821198
MGE,KMGE,Dobbins Air Reserve Base,Marietta,US,America/New_York,33.915401,-84.516296
MGM,KMGM,Montgomery Regional (Dannelly Field) Airport,Montgomery,US,America/Chicago,32.300598,-86.393997
MGW,KMGW,Morgantown Municipal Airport Walter L. (Bill) Hart Field,Morgantown,US,America/New_York,39.643305,-79.917598
MHK,KMHK,Manhattan Regional Airport,Manhattan,US,America/Chicago,39.14099884033203,-96.6707992553711
MHR,KMHR,Sacramento Mather Airport,Sacramento,US,America/Los_Angeles,38.554744,-121.297989
MHT,KMHT,Manchester-Boston Regional Airport,Manchester,US,America/New_York,42.932598,-71.435699
MHV,KMHV,Mojave Air &  Space Port,Mojave,US,America/Los_Angeles,35.056391,-118.145342
MIA,KMIA,Miami International Airport,Miami,US,America/New_York,25.796011,-80.289751
MIB,KMIB,Minot Air Force Base,Minot,US,America/Chicago,48.4156,-101.358002
MIE,KMIE,Delaware County Johnson Field,Muncie,US,America/Indiana/Indianapolis,40.242298,-85.395897
MIV,KMIV,Millville Municipal Airport,Millville,US,America/New_York,39.367802,-75.072197
MKC,KMKC,Charles B. Wheeler Downtown Airport,Kansas City,US,America/Chicago,39.123199,-94.592796
MKE,KMKE,General Mitchell International Airport,Milwaukee,US,America/Chicago,42.947201,-87.896599
MKG,KMKG,Muskegon County Airport,Muskegon,US,America/New_York,43.169498,-86.238197
MKL,KMKL,McKellar-Sipes Regional Airport,Jackson,US,America/Chicago,35.599899,-88.915604
MLB,KMLB,Melbourne Orlando International Airport,Melbourne,US,America/New_York,28.102009,-80.641088
MLC,KMLC,Mc Alester Regional Airport,Mc Alester,US,America/Chicago,34.882401,-95.783501
MLI,KMLI,Quad City International Airport,Moline,US,America/Chicago,41.448502,-90.5075
MLS,KMLS,Miles City Airport - Frank Wiley Field,Miles City,US,America/Denver,46.427268,-105.885372
MLU,KMLU,Monroe Regional Airport,Monroe,US,America/Chicago,32.510899,-92.037697
MMT,KMMT,Mc Entire Joint National Guard Base,Eastover,US,America/New_York,33.92079926,-80.80130005
MMU,KMMU,Morristown Municipal Airport,Morristown,US,America/New_York,40.799062,-74.414949
MOB,KMOB,Mobile Regional Airport,Mobile,US,America/Chicago,30.6912,-88.242798
MOD,KMOD,Modesto City Co-Harry Sham Field,Modesto,US,America/Los_Angeles,37.625801,-120.954002
MOT,KMOT,Minot International Airport,Minot,US,America/Chicago,48.25801,-101.279123
MPV,KMPV,Edward F Knapp State Airport,Barre/Montpelier,US,America/New_York,44.20349884,-72.56230164
MQY,KMQY,Smyrna Airport,Smyrna,US,America/Chicago,36.0089988708,-86.5201034546
MRB,KMRB,Eastern WV Regional Airport/Shepherd Field,Martinsburg,US,America/New_York,39.40190125,-77.98459625
MRY,KMRY,Monterey Regional Airport,Monterey,US,America/Los_Angeles,36.586777,-121.844183
MSL,KMSL,Northwest Alabama Regional Airport,Muscle Shoals,US,America/Chicago,34.745123,-87.612981
MSN,KMSN,Dane County Regional Truax Field,Madison,US,America/Chicago,43.1399,-89.337502
MSO,KMSO,Missoula Montana Airport,Missoula,US,America/Denver,46.915816,-114.091107
MSP,KMSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis,US,America/Chicago,44.880081,-93.221741
MSS,KMSS,Massena International Airport Richards Field,Massena,US,America/New_York,44.936157,-74.844304
MSY,KMSY,Louis Armstrong New Orleans International Airport,New Orleans,US,America/Chicago,29.993401,-90.264673
MTC,KMTC,Selfridge Air National Guard Base Airport,Mount Clemens,US,America/Detroit,42.613463,-82.836919
MTH,KMTH,Florida Keys Marathon International Airport,Marathon,US,America/New_York,24.726006,-81.05138
MTJ,KMTJ,Montrose Regional Airport,Montrose,US,America/Denver,38.5098,-107.893997
MTN,KMTN,Martin State Airport,Baltimore,US,America/New_York,39.325699,-76.413803
MUI,KMUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Fort Indiantown Gap(Annville),US,America/New_York,40.435214,-76.568661
MUO,KMUO,Mountain Home Air Force Base,Mountain Home,US,America/Denver,43.043598,-115.872002
MWA,KMWA,Veterans Airport of Southern Illinois,Marion,US,America/Chicago,37.751208,-89.016568
MWH,KMWH,Grant County International Airport,Moses Lake,US,America/Los_Angeles,47.20769882,-119.3199997
MWL,KMWL,Mineral Wells Regional Airport,Mineral Wells,US,America/Chicago,32.781601,-98.060204
MXF,KMXF,Maxwell Air Force Base,Montgomery,US,America/Chicago,32.3829,-86.365799
MYL,KMYL,McCall Municipal Airport,McCall,US,America/Boise,44.888837,-116.101112
MYR,KMYR,Myrtle Beach International Airport,Myrtle Beach,US,America/New_York,33.679699,-78.928299
MYV,KMYV,Yuba County Airport,Marysville,US,America/Los_Angeles,39.09780121,-121.5699997
NBG,KNBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,US,America/Chicago,29.82530022,-90.03500366
NEL,KNEL,Lakehurst Maxfield Field Airport,Lakehurst,US,America/New_York,40.03329849,-74.353302
NEW,KNEW,Lakefront Airport,New Orleans,US,America/Chicago,30.042400360107,-90.028297424316
NFL,KNFL,Fallon Naval Air Station,Fallon,US,America/Los_Angeles,39.41659927,-118.7009964
FWH,KNFW,NAS Fort Worth JRB / Carswell Field,Fort Worth,US,America/Chicago,32.769199,-97.441498
